word,category,cids
moon,Moon,1.1.1.1
lunar,Moon,1.1.1.1
satellite,Moon,1.1.1.1
rise,Moon,1.1.1.1
set,Moon,1.1.1.1
sink,Moon,1.1.1.1
moonrise,Moon,1.1.1.1
rising of the moon,Moon,1.1.1.1
moonset,Moon,1.1.1.1
setting of the moon,Moon,1.1.1.1
moon is shining,Moon,1.1.1.1
by the light of the moon,Moon,1.1.1.1
moon is/comes out,Moon,1.1.1.1
moonlit,Moon,1.1.1.1
be in the moonlight,Moon,1.1.1.1
lit by the moon,Moon,1.1.1.1
shine on,Moon,1.1.1.1
moonless night,Moon,1.1.1.1
eclipse of the moon,Moon,1.1.1.1
eclipse (v),Moon,1.1.1.1
moonlight,Moon,1.1.1.1
moonbeam,Moon,1.1.1.1
moonshine,Moon,1.1.1.1
bright,Moon,1.1.1.1
pale,Moon,1.1.1.1
man in the moon,Moon,1.1.1.1
harvest moon,Moon,1.1.1.1
lunar sea,Moon,1.1.1.1
crater,Moon,1.1.1.1
phase,Moon,1.1.1.1
new moon,Moon,1.1.1.1
full moon,Moon,1.1.1.1
half moon,Moon,1.1.1.1
quarter moon,Moon,1.1.1.1
crescent,Moon,1.1.1.1
sliver,Moon,1.1.1.1
moon is waxing (getting bigger),Moon,1.1.1.1
moon is waning (getting smaller),Moon,1.1.1.1
wax and wane,Moon,1.1.1.1
(lunar) month,Moon,1.1.1.1
star,Star,1.1.1.2
starry,Star,1.1.1.2
stellar,Star,1.1.1.2
starlit (sky),Star,1.1.1.2
(sky is) ablaze with stars,Star,1.1.1.2
starry (sky),Star,1.1.1.2
star studded (sky),Star,1.1.1.2
stars are shining,Star,1.1.1.2
starlit,Star,1.1.1.2
lit by the stars,Star,1.1.1.2
starless (sky,Star,1.1.1.2
night),Star,1.1.1.2
starlight,Star,1.1.1.2
bright,Star,1.1.1.2
brilliant,Star,1.1.1.2
dim,Star,1.1.1.2
luminous,Star,1.1.1.2
twinkle,Star,1.1.1.2
wink,Star,1.1.1.2
glittering,Star,1.1.1.2
star shaped,Star,1.1.1.2
astronomy,Star,1.1.1.2
astronomer,Star,1.1.1.2
astrology,Star,1.1.1.2
astrologer,Star,1.1.1.2
stargazer,Star,1.1.1.2
magi,Star,1.1.1.2
constellation,Star,1.1.1.2
galaxy,Star,1.1.1.2
nebula,Star,1.1.1.2
planet,Planet,1.1.1.3
planetary,Planet,1.1.1.3
wandering star,Planet,1.1.1.3
Mercury,Planet,1.1.1.3
Venus (Morning Star,Planet,1.1.1.3
Evening Star),Planet,1.1.1.3
Earth,Planet,1.1.1.3
Mars,Planet,1.1.1.3
Jupiter,Planet,1.1.1.3
Saturn,Planet,1.1.1.3
Uranus,Planet,1.1.1.3
Neptune,Planet,1.1.1.3
Pluto,Planet,1.1.1.3
revolve (around the sun),Planet,1.1.1.3
orbit,Planet,1.1.1.3
solar system,Planet,1.1.1.3
comet,Planet,1.1.1.3
tail,Planet,1.1.1.3
head,Planet,1.1.1.3
appear,Planet,1.1.1.3
point,Planet,1.1.1.3
fade,Planet,1.1.1.3
meteor,Planet,1.1.1.3
shooting star,Planet,1.1.1.3
falling star,Planet,1.1.1.3
meteor trail,Planet,1.1.1.3
meteor shower,Planet,1.1.1.3
flash across the sky,Planet,1.1.1.3
blaze a trail across the sky,Planet,1.1.1.3
strike the earth,Planet,1.1.1.3
make a crater,Planet,1.1.1.3
burn up,Planet,1.1.1.3
meteorite,Planet,1.1.1.3
meteor crater,Planet,1.1.1.3
asteroid,Planet,1.1.1.3
moon,Planet,1.1.1.3
sun,Sun,1.1.1
solar,Sun,1.1.1
sol,Sun,1.1.1
daystar,Sun,1.1.1
our star,Sun,1.1.1
rise,Sun,1.1.1
set,Sun,1.1.1
cross the sky,Sun,1.1.1
come up,Sun,1.1.1
go down,Sun,1.1.1
sink,Sun,1.1.1
dawn,Sun,1.1.1
sunrise,Sun,1.1.1
sunup,Sun,1.1.1
daybreak,Sun,1.1.1
cockcrow,Sun,1.1.1
noon,Sun,1.1.1
zenith,Sun,1.1.1
sunset,Sun,1.1.1
dusk,Sun,1.1.1
sundown,Sun,1.1.1
twilight,Sun,1.1.1
eventide,Sun,1.1.1
shine,Sun,1.1.1
sunny,Sun,1.1.1
bright,Sun,1.1.1
give light,Sun,1.1.1
be sunshiny,Sun,1.1.1
daytime,Sun,1.1.1
come out,Sun,1.1.1
break through (the clouds),Sun,1.1.1
go behind (a cloud),Sun,1.1.1
sunlit,Sun,1.1.1
be (out) in the sun,Sun,1.1.1
lit by the sun,Sun,1.1.1
shine on,Sun,1.1.1
be in the sunlight,Sun,1.1.1
sunny (spot),Sun,1.1.1
shade,Sun,1.1.1
eclipse of the sun,Sun,1.1.1
sunless,Sun,1.1.1
shady,Sun,1.1.1
shadow,Sun,1.1.1
eclipse (v),Sun,1.1.1
sunlight,Sun,1.1.1
ray,Sun,1.1.1
sunshine,Sun,1.1.1
beam,Sun,1.1.1
light,Sun,1.1.1
sunbeam,Sun,1.1.1
radiance,Sun,1.1.1
glow,Sun,1.1.1
sparkle,Sun,1.1.1
glisten,Sun,1.1.1
glare,Sun,1.1.1
bright,Sun,1.1.1
intense,Sun,1.1.1
brilliant,Sun,1.1.1
blinding,Sun,1.1.1
glaring,Sun,1.1.1
glistening,Sun,1.1.1
luminous,Sun,1.1.1
dim,Sun,1.1.1
warm,Sun,1.1.1
heat,Sun,1.1.1
dry,Sun,1.1.1
looks down on,Sun,1.1.1
sunburn,Sun,1.1.1
sunstroke,Sun,1.1.1
suntan,Sun,1.1.1
tan,Sun,1.1.1
heatstroke,Sun,1.1.1
heat prostration,Sun,1.1.1
sun damage,Sun,1.1.1
fading from the sun,Sun,1.1.1
bleached by the sun,Sun,1.1.1
sunglasses,Sun,1.1.1
shade tree,Sun,1.1.1
suntan lotion,Sun,1.1.1
awning,Sun,1.1.1
sun umbrella,Sun,1.1.1
parasol,Sun,1.1.1
sunbonnet,Sun,1.1.1
hat,Sun,1.1.1
visor,Sun,1.1.1
sundial,Sun,1.1.1
angle of the sun,Sun,1.1.1
sun-clock,Sun,1.1.1
shoot the sun,Sun,1.1.1
position of the sun,Sun,1.1.1
solar energy,Sun,1.1.1
solar power,Sun,1.1.1
solar panel,Sun,1.1.1
blow,Blow air,1.1.2.1
fan,Blow air,1.1.2.1
exhaust,Blow air,1.1.2.1
expel,Blow air,1.1.2.1
explode,Blow air,1.1.2.1
air out,Blow air,1.1.2.1
ventilate,Blow air,1.1.2.1
blow up,Blow air,1.1.2.1
inflate,Blow air,1.1.2.1
pump up,Blow air,1.1.2.1
pneumatic,Blow air,1.1.2.1
seal,Blow air,1.1.2.1
airtight,Blow air,1.1.2.1
air pressure,Blow air,1.1.2.1
vacuum,Blow air,1.1.2.1
winnow,Blow air,1.1.2.1
fan,Blow air,1.1.2.1
air pump,Blow air,1.1.2.1
bellows,Blow air,1.1.2.1
ventilator,Blow air,1.1.2.1
wind tunnel,Blow air,1.1.2.1
propeller,Blow air,1.1.2.1
air pipe,Blow air,1.1.2.1
airshaft,Blow air,1.1.2.1
vent,Blow air,1.1.2.1
chimney,Blow air,1.1.2.1
exhaust,Blow air,1.1.2.1
funnel,Blow air,1.1.2.1
windmill,Blow air,1.1.2.1
sail,Blow air,1.1.2.1
valve,Blow air,1.1.2.1
air,Air,1.1.2
humid,Air,1.1.2
humidity,Air,1.1.2
damp,Air,1.1.2
dry,Air,1.1.2
sticky,Air,1.1.2
muggy,Air,1.1.2
fresh air,Air,1.1.2
airy,Air,1.1.2
well ventilated,Air,1.1.2
stuffy,Air,1.1.2
airless,Air,1.1.2
stifling,Air,1.1.2
polluted,Air,1.1.2
air pollution,Air,1.1.2
smog,Air,1.1.2
wind,Wind,1.1.3.1
windy,Wind,1.1.3.1
wind current,Wind,1.1.3.1
breath of air,Wind,1.1.3.1
puff of wind,Wind,1.1.3.1
gust,Wind,1.1.3.1
blast,Wind,1.1.3.1
flurry,Wind,1.1.3.1
steady wind,Wind,1.1.3.1
trade wind,Wind,1.1.3.1
monsoon winds,Wind,1.1.3.1
intermittent,Wind,1.1.3.1
gusty,Wind,1.1.3.1
blustery,Wind,1.1.3.1
heavy wind,Wind,1.1.3.1
strong wind,Wind,1.1.3.1
squall,Wind,1.1.3.1
gale,Wind,1.1.3.1
stormy wind,Wind,1.1.3.1
howling wind,Wind,1.1.3.1
light wind,Wind,1.1.3.1
gentle wind,Wind,1.1.3.1
draft,Wind,1.1.3.1
draught,Wind,1.1.3.1
breeze,Wind,1.1.3.1
breezy,Wind,1.1.3.1
zephyr,Wind,1.1.3.1
windstorm,Wind,1.1.3.1
sandstorm,Wind,1.1.3.1
tempest,Wind,1.1.3.1
tempestuous,Wind,1.1.3.1
whirlwind,Wind,1.1.3.1
tornado,Wind,1.1.3.1
twister,Wind,1.1.3.1
dust devil,Wind,1.1.3.1
funnel,Wind,1.1.3.1
waterspout,Wind,1.1.3.1
Chinook,Wind,1.1.3.1
sirocco,Wind,1.1.3.1
pick up,Wind,1.1.3.1
rise,Wind,1.1.3.1
freshen,Wind,1.1.3.1
gather,Wind,1.1.3.1
blow up,Wind,1.1.3.1
drop,Wind,1.1.3.1
die down,Wind,1.1.3.1
calm,Wind,1.1.3.1
still,Wind,1.1.3.1
north/south/east/west wind,Wind,1.1.3.1
northeaster,Wind,1.1.3.1
wind off the ocean,Wind,1.1.3.1
ocean breeze,Wind,1.1.3.1
wind from the mountains,Wind,1.1.3.1
mountain breeze,Wind,1.1.3.1
wind from the desert,Wind,1.1.3.1
updraft,Wind,1.1.3.1
downdraft,Wind,1.1.3.1
head wind,Wind,1.1.3.1
tail wind,Wind,1.1.3.1
following wind,Wind,1.1.3.1
cross breeze,Wind,1.1.3.1
windward,Wind,1.1.3.1
lee,Wind,1.1.3.1
prevailing,Wind,1.1.3.1
blow,Wind,1.1.3.1
knock down (things),Wind,1.1.3.1
rip,Wind,1.1.3.1
tear off,Wind,1.1.3.1
bend,Wind,1.1.3.1
puff out,Wind,1.1.3.1
billow out (sail),Wind,1.1.3.1
push (boat),Wind,1.1.3.1
raise (waves),Wind,1.1.3.1
fan flames,Wind,1.1.3.1
push snow into drifts,Wind,1.1.3.1
ventilate a house,Wind,1.1.3.1
be blown by the wind,Wind,1.1.3.1
wind blows something,Wind,1.1.3.1
blow away,Wind,1.1.3.1
waft on the breeze,Wind,1.1.3.1
flutter in the breeze,Wind,1.1.3.1
be carried by the wind,Wind,1.1.3.1
be born along on/by the wind,Wind,1.1.3.1
be picked up by the wind,Wind,1.1.3.1
weathervane,Wind,1.1.3.1
weathercock,Wind,1.1.3.1
windsock,Wind,1.1.3.1
wind gauge,Wind,1.1.3.1
whisper,Wind,1.1.3.1
sigh,Wind,1.1.3.1
moan,Wind,1.1.3.1
whistle,Wind,1.1.3.1
howl,Wind,1.1.3.1
scream,Wind,1.1.3.1
shriek,Wind,1.1.3.1
cloud,Cloud,1.1.3.2
rain,Cloud,1.1.3.2
build,Cloud,1.1.3.2
rise,Cloud,1.1.3.2
gather,Cloud,1.1.3.2
disperse,Cloud,1.1.3.2
billow,Cloud,1.1.3.2
blow,Cloud,1.1.3.2
blown by the wind,Cloud,1.1.3.2
move across the sky,Cloud,1.1.3.2
threatening,Cloud,1.1.3.2
shadow,Cloud,1.1.3.2
obscure,Cloud,1.1.3.2
hide (the sun),Cloud,1.1.3.2
storm clouds,Cloud,1.1.3.2
rain cloud,Cloud,1.1.3.2
cumulus,Cloud,1.1.3.2
thunderhead,Cloud,1.1.3.2
anvil shaped,Cloud,1.1.3.2
billowing,Cloud,1.1.3.2
nimbus,Cloud,1.1.3.2
fluffy,Cloud,1.1.3.2
cirrus,Cloud,1.1.3.2
wispy,Cloud,1.1.3.2
vapor trail,Cloud,1.1.3.2
haze,Cloud,1.1.3.2
hazy,Cloud,1.1.3.2
fog,Cloud,1.1.3.2
foggy,Cloud,1.1.3.2
mist,Cloud,1.1.3.2
misty,Cloud,1.1.3.2
steam,Cloud,1.1.3.2
vapor,Cloud,1.1.3.2
band,Cloud,1.1.3.2
smog,Cloud,1.1.3.2
fume,Cloud,1.1.3.2
cloud of smoke,Cloud,1.1.3.2
cloudy,Cloud,1.1.3.2
cloud up,Cloud,1.1.3.2
cloud cover,Cloud,1.1.3.2
be clouded over,Cloud,1.1.3.2
overcast,Cloud,1.1.3.2
partly cloudy,Cloud,1.1.3.2
scattered clouds,Cloud,1.1.3.2
gray,Cloud,1.1.3.2
dull,Cloud,1.1.3.2
foggy,Cloud,1.1.3.2
rain,Rain,1.1.3.3
precipitation,Rain,1.1.3.3
rainfall,Rain,1.1.3.3
rain (v),Rain,1.1.3.3
fall,Rain,1.1.3.3
pelt,Rain,1.1.3.3
splatter,Rain,1.1.3.3
drench,Rain,1.1.3.3
water (v),Rain,1.1.3.3
rainy,Rain,1.1.3.3
wet,Rain,1.1.3.3
stop raining,Rain,1.1.3.3
sprinkle,Rain,1.1.3.3
drizzle,Rain,1.1.3.3
light rain,Rain,1.1.3.3
shower,Rain,1.1.3.3
pour,Rain,1.1.3.3
downpour,Rain,1.1.3.3
cloudburst,Rain,1.1.3.3
rainstorm,Rain,1.1.3.3
hard/heavy/driving rain,Rain,1.1.3.3
torrential,Rain,1.1.3.3
deluge,Rain,1.1.3.3
thundershower,Rain,1.1.3.3
rainy season,Rain,1.1.3.3
monsoon,Rain,1.1.3.3
the rains,Rain,1.1.3.3
raindrop,Rain,1.1.3.3
drop,Rain,1.1.3.3
rainwater,Rain,1.1.3.3
puddle,Rain,1.1.3.3
run-off,Rain,1.1.3.3
pitter-patter,Rain,1.1.3.3
drum,Rain,1.1.3.3
drip drip,Rain,1.1.3.3
rainbow,Rain,1.1.3.3
dew,Rain,1.1.3.3
dewdrop,Rain,1.1.3.3
(ground is) damp with dew,Rain,1.1.3.3
moisture,Rain,1.1.3.3
umbrella,Rain,1.1.3.3
raincoat,Rain,1.1.3.3
boot,Rain,1.1.3.3
snow (n),"Snow, ice",1.1.3.4
sleet,"Snow, ice",1.1.3.4
sleety,"Snow, ice",1.1.3.4
hail,"Snow, ice",1.1.3.4
hailstorm,"Snow, ice",1.1.3.4
snowstorm,"Snow, ice",1.1.3.4
ice storm,"Snow, ice",1.1.3.4
blizzard,"Snow, ice",1.1.3.4
snow flurry,"Snow, ice",1.1.3.4
snow (v),"Snow, ice",1.1.3.4
fall,"Snow, ice",1.1.3.4
snowfall,"Snow, ice",1.1.3.4
drift,"Snow, ice",1.1.3.4
blow,"Snow, ice",1.1.3.4
cover (the ground),"Snow, ice",1.1.3.4
blanket (v),"Snow, ice",1.1.3.4
snow in,"Snow, ice",1.1.3.4
snowflake,"Snow, ice",1.1.3.4
hailstone,"Snow, ice",1.1.3.4
block of ice,"Snow, ice",1.1.3.4
ice cube,"Snow, ice",1.1.3.4
ice,"Snow, ice",1.1.3.4
drift,"Snow, ice",1.1.3.4
snowbank,"Snow, ice",1.1.3.4
blanket,"Snow, ice",1.1.3.4
snow cover,"Snow, ice",1.1.3.4
dusting,"Snow, ice",1.1.3.4
icicle,"Snow, ice",1.1.3.4
sheet of ice,"Snow, ice",1.1.3.4
iceberg,"Snow, ice",1.1.3.4
glacier,"Snow, ice",1.1.3.4
glacier,"Snow, ice",1.1.3.4
snowcap,"Snow, ice",1.1.3.4
snowfield,"Snow, ice",1.1.3.4
avalanche,"Snow, ice",1.1.3.4
frost,"Snow, ice",1.1.3.4
shovel,"Snow, ice",1.1.3.4
plow,"Snow, ice",1.1.3.4
snowball,"Snow, ice",1.1.3.4
snowman,"Snow, ice",1.1.3.4
igloo,"Snow, ice",1.1.3.4
ice axe,"Snow, ice",1.1.3.4
snow shovel,"Snow, ice",1.1.3.4
snowplow,"Snow, ice",1.1.3.4
ski,"Snow, ice",1.1.3.4
skate,"Snow, ice",1.1.3.4
sled,"Snow, ice",1.1.3.4
sleigh,"Snow, ice",1.1.3.4
sledge,"Snow, ice",1.1.3.4
snowshoes,"Snow, ice",1.1.3.4
skis,"Snow, ice",1.1.3.4
ice-skates,"Snow, ice",1.1.3.4
slide,"Snow, ice",1.1.3.4
slip,"Snow, ice",1.1.3.4
freeze,"Snow, ice",1.1.3.4
frozen,"Snow, ice",1.1.3.4
ice over/up,"Snow, ice",1.1.3.4
melt,"Snow, ice",1.1.3.4
melt water,"Snow, ice",1.1.3.4
thaw,"Snow, ice",1.1.3.4
slush,"Snow, ice",1.1.3.4
turn to slush,"Snow, ice",1.1.3.4
permafrost,"Snow, ice",1.1.3.4
snowy,"Snow, ice",1.1.3.4
snowy,"Snow, ice",1.1.3.4
snow covered,"Snow, ice",1.1.3.4
icy,"Snow, ice",1.1.3.4
frosty,"Snow, ice",1.1.3.4
storm,Storm,1.1.3.5
be stormy,Storm,1.1.3.5
stormy weather,Storm,1.1.3.5
hurricane,Storm,1.1.3.5
typhoon,Storm,1.1.3.5
cyclone,Storm,1.1.3.5
blizzard,Storm,1.1.3.5
snowstorm,Storm,1.1.3.5
hailstorm,Storm,1.1.3.5
thunderstorm,Storm,1.1.3.5
rainstorm,Storm,1.1.3.5
cloudburst,Storm,1.1.3.5
windstorm,Storm,1.1.3.5
tornado,Storm,1.1.3.5
funnel,Storm,1.1.3.5
whirlwind,Storm,1.1.3.5
terrible (storm),Storm,1.1.3.5
howling (blizzard),Storm,1.1.3.5
raging (storm),Storm,1.1.3.5
break,Storm,1.1.3.5
die down,Storm,1.1.3.5
lightning,"Lightning, thunder",1.1.3.6
lightning bolt,"Lightning, thunder",1.1.3.6
thunderbolt,"Lightning, thunder",1.1.3.6
lightning storm,"Lightning, thunder",1.1.3.6
(lightning) strike,"Lightning, thunder",1.1.3.6
be struck by lightning,"Lightning, thunder",1.1.3.6
flash (of lightning),"Lightning, thunder",1.1.3.6
streak (of lightning),"Lightning, thunder",1.1.3.6
light up,"Lightning, thunder",1.1.3.6
lightning rod,"Lightning, thunder",1.1.3.6
thunder,"Lightning, thunder",1.1.3.6
thunderstorm,"Lightning, thunder",1.1.3.6
thundercloud,"Lightning, thunder",1.1.3.6
thunderhead,"Lightning, thunder",1.1.3.6
peal (of thunder),"Lightning, thunder",1.1.3.6
clap,"Lightning, thunder",1.1.3.6
rumble,"Lightning, thunder",1.1.3.6
boom,"Lightning, thunder",1.1.3.6
crack of lightning,"Lightning, thunder",1.1.3.6
roll,"Lightning, thunder",1.1.3.6
heavy rains,Flood,1.1.3.7
experience torrential rains,Flood,1.1.3.7
el Niño,Flood,1.1.3.7
flood (n),Flood,1.1.3.7
flood (v),Flood,1.1.3.7
flooding,Flood,1.1.3.7
inundate,Flood,1.1.3.7
deluge,Flood,1.1.3.7
recede,Flood,1.1.3.7
floodplain,Flood,1.1.3.7
silt,Flood,1.1.3.7
drought,Drought,1.1.3.8
extended drought,Drought,1.1.3.8
lack of rain,Drought,1.1.3.8
have no rain,Drought,1.1.3.8
go without rain,Drought,1.1.3.8
la Niña,Drought,1.1.3.8
dry,Drought,1.1.3.8
parched,Drought,1.1.3.8
cracked,Drought,1.1.3.8
dusty,Drought,1.1.3.8
weather,Weather,1.1.3
weather conditions,Weather,1.1.3
atmospheric (conditions),Weather,1.1.3
sunny,Weather,1.1.3
sunshine,Weather,1.1.3
clear (weather),Weather,1.1.3
good (weather),Weather,1.1.3
fair (weather),Weather,1.1.3
fine (day),Weather,1.1.3
clear,Weather,1.1.3
clear up,Weather,1.1.3
sun comes out,Weather,1.1.3
bad,Weather,1.1.3
terrible,Weather,1.1.3
foul,Weather,1.1.3
inclement,Weather,1.1.3
rough,Weather,1.1.3
dirty sky,Weather,1.1.3
severe,Weather,1.1.3
cloud up,Weather,1.1.3
deteriorate,Weather,1.1.3
(cold/warm/storm) front,Weather,1.1.3
stretch (of good weather),Weather,1.1.3
keep up,Weather,1.1.3
rain or shine,Weather,1.1.3
all weather,Weather,1.1.3
in all weathers,Weather,1.1.3
temperature,Weather,1.1.3
hot,Weather,1.1.3
warm,Weather,1.1.3
heat,Weather,1.1.3
cold,Weather,1.1.3
chilly,Weather,1.1.3
crisp,Weather,1.1.3
mild,Weather,1.1.3
unseasonably warm/cold,Weather,1.1.3
scorching,Weather,1.1.3
heat wave,Weather,1.1.3
cold spell,Weather,1.1.3
cold snap,Weather,1.1.3
frigid,Weather,1.1.3
freezing,Weather,1.1.3
be a chill in the air,Weather,1.1.3
humid,Weather,1.1.3
humidity,Weather,1.1.3
damp,Weather,1.1.3
sultry,Weather,1.1.3
climate,Weather,1.1.3
dry/wet/cold/hot climate,Weather,1.1.3
tropical,Weather,1.1.3
temperate,Weather,1.1.3
weather-beaten,Weather,1.1.3
weathered,Weather,1.1.3
meteorology,Weather,1.1.3
meteorologist,Weather,1.1.3
weatherman,Weather,1.1.3
thermometer,Weather,1.1.3
barometer,Weather,1.1.3
weathervane,Weather,1.1.3
weather forecast,Weather,1.1.3
weather report,Weather,1.1.3
the weather,Weather,1.1.3
the outlook,Weather,1.1.3
sky,Sky,1.1
firmament,Sky,1.1
canopy,Sky,1.1
vault,Sky,1.1
air,Sky,1.1
atmosphere,Sky,1.1
airspace,Sky,1.1
stratosphere,Sky,1.1
ozone layer,Sky,1.1
heaven,Sky,1.1
space,Sky,1.1
outer space,Sky,1.1
ether,Sky,1.1
void,Sky,1.1
solar system,Sky,1.1
aerial,Sky,1.1
heavenly,Sky,1.1
atmospheric,Sky,1.1
stratospheric,Sky,1.1
celestial,Sky,1.1
blue,Sky,1.1
clear,Sky,1.1
black (night),Sky,1.1
cloudy,Sky,1.1
cloud filled,Sky,1.1
brilliant,Sky,1.1
dark,Sky,1.1
night sky,Sky,1.1
foreboding,Sky,1.1
stormy,Sky,1.1
dark,Sky,1.1
star studded,Sky,1.1
horizon,Sky,1.1
skyline,Sky,1.1
heavenly body,Sky,1.1
celestial body,Sky,1.1
luminary,Sky,1.1
aurora borealis,Sky,1.1
northern lights,Sky,1.1
aloft,Sky,1.1
up in the sky,Sky,1.1
up in the air,Sky,1.1
mountain,Mountain,1.2.1.1
mount,Mountain,1.2.1.1
hill,Mountain,1.2.1.1
volcano,Mountain,1.2.1.1
plateau,Mountain,1.2.1.1
moor,Mountain,1.2.1.1
butte,Mountain,1.2.1.1
crag,Mountain,1.2.1.1
dome,Mountain,1.2.1.1
height,Mountain,1.2.1.1
highland,Mountain,1.2.1.1
upland,Mountain,1.2.1.1
uplift,Mountain,1.2.1.1
mound,Mountain,1.2.1.1
formation,Mountain,1.2.1.1
plateau,Mountain,1.2.1.1
mesa,Mountain,1.2.1.1
tableland,Mountain,1.2.1.1
mountain range,Mountain,1.2.1.1
mountainous,Mountain,1.2.1.1
the hills,Mountain,1.2.1.1
hilly,Mountain,1.2.1.1
rolling hills,Mountain,1.2.1.1
highlands,Mountain,1.2.1.1
top,Mountain,1.2.1.1
summit,Mountain,1.2.1.1
peak,Mountain,1.2.1.1
pinnacle,Mountain,1.2.1.1
face,Mountain,1.2.1.1
mountainside,Mountain,1.2.1.1
hillside,Mountain,1.2.1.1
slope,Mountain,1.2.1.1
shoulder,Mountain,1.2.1.1
foothill,Mountain,1.2.1.1
saddle,Mountain,1.2.1.1
cliff,Mountain,1.2.1.1
bluff,Mountain,1.2.1.1
butte,Mountain,1.2.1.1
escarpment,Mountain,1.2.1.1
ridge,Mountain,1.2.1.1
precipice,Mountain,1.2.1.1
brow,Mountain,1.2.1.1
ledge,Mountain,1.2.1.1
slope,Mountain,1.2.1.1
steep,Mountain,1.2.1.1
gentle,Mountain,1.2.1.1
contour,Mountain,1.2.1.1
gradient,Mountain,1.2.1.1
foot,Mountain,1.2.1.1
bottom,Mountain,1.2.1.1
snowcap,Mountain,1.2.1.1
glacier,Mountain,1.2.1.1
moraine,Mountain,1.2.1.1
talus,Mountain,1.2.1.1
landslide,Mountain,1.2.1.1
avalanche,Mountain,1.2.1.1
climb,Mountain,1.2.1.1
pass,Mountain,1.2.1.1
tunnel,Mountain,1.2.1.1
volcano,Volcano,1.2.1.2
volcanic,Volcano,1.2.1.2
cone,Volcano,1.2.1.2
cinder cone,Volcano,1.2.1.2
core of a volcano,Volcano,1.2.1.2
crater,Volcano,1.2.1.2
lava flow,Volcano,1.2.1.2
erupt,Volcano,1.2.1.2
eruption,Volcano,1.2.1.2
spew (gas,Volcano,1.2.1.2
lava,Volcano,1.2.1.2
ash),Volcano,1.2.1.2
explode,Volcano,1.2.1.2
blow,Volcano,1.2.1.2
produce a cloud,Volcano,1.2.1.2
cause earthquakes,Volcano,1.2.1.2
bury things (under lava,Volcano,1.2.1.2
ash),Volcano,1.2.1.2
smoke,Volcano,1.2.1.2
lava,Volcano,1.2.1.2
molten lava,Volcano,1.2.1.2
volcanic ash,Volcano,1.2.1.2
cloud of ash,Volcano,1.2.1.2
ash flow,Volcano,1.2.1.2
pyroclastic flow,Volcano,1.2.1.2
volcanic cinder,Volcano,1.2.1.2
volcanic glass (obsidian),Volcano,1.2.1.2
pumice,Volcano,1.2.1.2
thunder egg,Volcano,1.2.1.2
active,Volcano,1.2.1.2
dormant,Volcano,1.2.1.2
extinct,Volcano,1.2.1.2
plain,"Plain, plateau",1.2.1.3
plateau,"Plain, plateau",1.2.1.3
prairie,"Plain, plateau",1.2.1.3
steppe,"Plain, plateau",1.2.1.3
savanna,"Plain, plateau",1.2.1.3
tundra,"Plain, plateau",1.2.1.3
heath,"Plain, plateau",1.2.1.3
mesa,"Plain, plateau",1.2.1.3
field,"Plain, plateau",1.2.1.3
meadow,"Plain, plateau",1.2.1.3
pasture,"Plain, plateau",1.2.1.3
flatland,"Plain, plateau",1.2.1.3
tableland,"Plain, plateau",1.2.1.3
bottomland,"Plain, plateau",1.2.1.3
lowland,"Plain, plateau",1.2.1.3
level ground,"Plain, plateau",1.2.1.3
lowlands,"Plain, plateau",1.2.1.3
flat,"Plain, plateau",1.2.1.3
level,"Plain, plateau",1.2.1.3
even,"Plain, plateau",1.2.1.3
uneven,"Plain, plateau",1.2.1.3
dip,"Plain, plateau",1.2.1.3
depression,"Plain, plateau",1.2.1.3
basin,"Plain, plateau",1.2.1.3
rut,"Plain, plateau",1.2.1.3
rutted,"Plain, plateau",1.2.1.3
valley,Valley,1.2.1.4
ravine,Valley,1.2.1.4
gully,Valley,1.2.1.4
canyon,Valley,1.2.1.4
gulch,Valley,1.2.1.4
course,Valley,1.2.1.4
basin,Valley,1.2.1.4
channel,Valley,1.2.1.4
gorge,Valley,1.2.1.4
rift,Valley,1.2.1.4
wadi,Valley,1.2.1.4
depression,Valley,1.2.1.4
narrow,Valley,1.2.1.4
broad,Valley,1.2.1.4
deep,Valley,1.2.1.4
underground,Underground,1.2.1.5
below ground,Underground,1.2.1.5
subterranean,Underground,1.2.1.5
abyss,Underground,1.2.1.5
bedrock,Underground,1.2.1.5
core,Underground,1.2.1.5
mantle,Underground,1.2.1.5
stratum,Underground,1.2.1.5
subsoil,Underground,1.2.1.5
hole,Underground,1.2.1.5
cave,Underground,1.2.1.5
cavern,Underground,1.2.1.5
grotto,Underground,1.2.1.5
opening,Underground,1.2.1.5
crack,Underground,1.2.1.5
depression,Underground,1.2.1.5
hollow,Underground,1.2.1.5
cavity,Underground,1.2.1.5
channel,Underground,1.2.1.5
chasm,Underground,1.2.1.5
cleft,Underground,1.2.1.5
cranny,Underground,1.2.1.5
crater,Underground,1.2.1.5
crevasse,Underground,1.2.1.5
crevice,Underground,1.2.1.5
depression,Underground,1.2.1.5
dip,Underground,1.2.1.5
mud hole,Underground,1.2.1.5
pit,Underground,1.2.1.5
sinkhole,Underground,1.2.1.5
mouth of a cave,Underground,1.2.1.5
conduit,Underground,1.2.1.5
culvert,Underground,1.2.1.5
ditch,Underground,1.2.1.5
foxhole,Underground,1.2.1.5
mine,Underground,1.2.1.5
pit,Underground,1.2.1.5
pothole,Underground,1.2.1.5
